"","Mouse_ID","Tested_by","Machine","Measurements","Ct_mean","Ct_mean_Ep","Ct_mean_ABI","Oocyst_Predict","ILWE_DNA_Content_ng.microliter","ILWE_DNA_used_up","HI","Code","Transect","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","State","Arrival","Wean","Death","DaysInLab","Spleen","Lepid","Uterus","Ovaria","Grav","Litters","NN","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Zfy2","Y","Mix_Syphacia_Aspiculuris","Worms_presence","Heligmosomoides_polygurus","SRY1","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","delta_ct_ilwe_MminusE","delta_ct_cewe_MminusE","n18S_Seq","COI_Seq","ORF470_Seq","eimeriaSpecies","Region","Sperm","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length"
"300","AA_0344","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.8,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","mm","100","100","125","120","90","80","mm","dd","mm","mm","mm","mm",13,"DE",NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,TRUE,0,NA,1,3,0,3,1,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12.155,-10.785,"negative","negative","negative","Negative",NA,NA,17.24,87.46,TRUE,NA,0.38,NA,NA,NA,73.57
"301","AA_0345","YVT","Eppendorf",1,33.49,33.49,NA,607,NA,NA,0.8,"STORK84","HZ_BR","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100/125","120","90","80","mm","dm","dm","mm","mm","mm",14,"DE",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,TRUE,0,NA,1,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12.69,-7.83,"positive","negative","positive","E_falciformis",NA,NA,9.25,64.07,FALSE,NA,0.09,NA,NA,NA,58.32
"302","AA_0346","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.7391304,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,NA,"mm","mm","dd","mm","mm","100","100","100/125","120","90","80","mm","dd","dm","mm","mm","mm",12,"DE",NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,10,42,NA,NA,NA,TRUE,0,NA,0,0,52,20,0,0,"Alice","March2018",2,2,2,1,2,2,2,1,1.75,0.1,239726.02739726,8,-11.01,-10.7,"negative","negative","negative","Negative",NA,NA,19.29,86.1,FALSE,NA,0.73,NA,NA,NA,77.13
"303","AA_0347","YVT","Eppendorf",1,31.14,31.14,NA,2980,NA,NA,0.7222222,"STORK84","HZ_BR","M",13.4408,53.0497,2017,"d",NA,"m","m","m","d","m","m","100","100","100/125","120",NA,"80","mm","dd","dm","mm",NA,"mm",12,"DE",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,1,1,0,0,0.25,0.1,625000,8,-11.55,-10.955,"negative","negative","positive","E_falciformis",NA,NA,6.77,64.54,FALSE,NA,0.04,NA,NA,NA,59.54
"304","AA_0348","YVT","Eppendorf",1,35.16,35.16,NA,196,NA,NA,0.7777778,"STORK84","HZ_BR","M",13.4408,53.0497,2017,"d","m","m","m","m","m","m","m","100","95","100/125","120",NA,"100","mm","mm","dm","mm",NA,"dd",13,"DE",NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,NA,TRUE,0,NA,0,0,9,8,0,15,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12.9,-4.945,"negative","positive","positive","E_ferrisi",NA,NA,17.49,77.47,FALSE,NA,0.04,NA,NA,NA,67.8
"305","AA_0349",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6956522,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","dm","94","95","100/125","120",NA,"80","dd","mm","dm","mm",NA,"mm",12,"DE",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,TRUE,0,NA,0,0,0,71,0,18,"Alice","March2018",2,2,2,3,1,2,2,2,2,1,40816.3265306122,8,-11.8,-12.83,"positive","positive","positive","E_vermiformis",NA,NA,18.27,90.95,FALSE,NA,0.49,NA,NA,NA,73.72
"306","AA_0350","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.75,"STORK84","HZ_BR","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",14,"DE",NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,0,27,NA,NA,NA,TRUE,0,NA,0,0,27,0,0,0,"Alice","March2018",3,0,2,1,1,1,1,2,1.375,1,30555.5555555556,8,-11.685,-11.77,"negative","negative","positive","E_ferrisi",NA,NA,17.18,80.78,TRUE,0.0176,0.45,54,0.0651,0.0662,71.76
"307","AA_0351","YVT-Tes","Eppendorf + Quantstudio1",2,39.08415505,24.09,39.02831009,14,NA,NA,0.6,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","dm","100","100","125","120","100","100","mm","dd","mm","mm","dd","dd",13,"DE",NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,TRUE,0,NA,1,0,0,0,0,29,"Alice","March2018",0,3,2,2,2,2,0,1,1.5,0.1,1071428.57142857,8,-11.19,-5.68,"negative","negative","negative","Negative",NA,NA,20.27,94.9,FALSE,NA,0.14,NA,NA,NA,77.88
"308","AA_0352","YVT","Eppendorf",1,30.18,30.18,NA,5709,NA,NA,0.8,"STORK84","HZ_BR","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",14,"DE",NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,17,20,NA,NA,NA,TRUE,0,NA,0,0,37,9,0,0,"Alice","March2018",0,1,1,2,0,2,0,0,0.75,1,6048.38709677419,8,-9.72,-12.66,"negative","negative","negative","Negative",NA,NA,16.56,79.77,TRUE,17,1.24,91,0.07,77,70.3
"309","AA_0353","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.68,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95/100","100","120","90/100","100","mm","dm","dd","mm","dm","dd",13,"DE",NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,11,0,NA,NA,NA,TRUE,0,NA,0,0,11,1,0,13,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-18.175,-13.7533333333333,"negative","negative","negative","Negative",NA,NA,18.85,86.95,FALSE,NA,0.58,NA,NA,NA,77.48
"310","AA_0354","YVT","Eppendorf",1,37.31,37.31,NA,46,NA,NA,0.8,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",13,"DE",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-10.93,-7.42,"negative","negative","negative","Negative",NA,NA,7.22,61.21,TRUE,NA,0.08,NA,NA,NA,59.6
"311","AA_0355","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.8,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95","100/125","120","90","100","mm","mm","dm","mm","mm","dd",13,"DE",NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,TRUE,0,NA,1,0,7,4,0,17,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-13.765,-8,"negative","negative","negative","Negative",NA,NA,20.09,85.06,FALSE,NA,0.41,NA,NA,NA,79.03
"312","AA_0356","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.52,"JOACHH3","HZ_BR","F",13.4589,53.1247,2017,"d",NA,"dm","dd","dd","dd","dd","dd","94/100","95","125","120","70/100","80","dm","mm","mm","mm","dm","mm",13,"DE",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.78,-13.1,"negative","negative","negative","Negative",NA,NA,7.75,60.66,FALSE,NA,0.16,NA,NA,NA,53.39
"313","AA_0357","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.52,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","dm","94","100","125","120","100","100","dd","dd","mm","mm","dd","dd",13,"DE",NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,0,54,NA,NA,NA,TRUE,0,NA,0,0,54,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.11,-10.72,"negative","negative","negative","Negative",NA,NA,10.83,69.37,FALSE,NA,NA,NA,NA,NA,63.34
"314","AA_0358","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.64,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","mm","94","95/100","100/125","120","100","80","dd","dm","dm","mm","dd","mm",13,"DE",NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,TRUE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-13.16,-13.27,"negative","negative","negative","Negative",NA,NA,26.7,89.31,TRUE,NA,0.05,NA,NA,NA,73.95
"315","AA_0359","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.95,"TEMPL28","HZ_BR","M",13.4864,53.1275,2017,"m","m","m","m","m","d","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",14,"DE",NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-7.275,-12.38,"negative","negative","negative","Negative",NA,NA,9.97,68.21,FALSE,NA,0.44,NA,NA,NA,53.64
"316","AA_0360","YVT","Eppendorf",1,32.99,32.99,NA,851,NA,NA,0.7391304,"STORK84","HZ_BR","F",13.4408,53.0497,2017,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",12,"DE",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.69,-13.48,"negative","negative","negative","Negative",NA,NA,10.9,70.26,FALSE,NA,NA,NA,NA,NA,68.28
"317","AA_0361",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9473684,"TEMPL28","HZ_BR","M",13.4864,53.1275,2017,"m",NA,"m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",12,"DE",NA,NA,NA,NA,0.0601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,19.62,86.14,FALSE,0.0247,NA,0.1498,0.0693,0.0739,86.12
"318","AA_0362",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,"GUHL29","HZ_BR","M",14.1442,52.0172,2017,"d","m","m","m","m","m","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",14,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,15.11,82.76,FALSE,NA,NA,NA,NA,NA,78.55
"319","AA_0363",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"BERGH2","HZ_BR","M",13.8975,52.2761,2017,"d","m","m","d","d","d","d","d","94","95/100","100","100/120","100","100","dd","dm","dd","dm","dd","dd",14,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,14.29,74.15,FALSE,NA,NA,NA,NA,NA,NA
"320","AA_0364",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"BERGH2","HZ_BR","F",13.8975,52.2761,2017,"d","m","dd","dd","dd","dm","dd","dd","94","95/100","100/125","100","100","80","dd","dm","dm","dd","dd","mm",14,"DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"negative","negative","negative","Negative",NA,NA,18.4,85.41,FALSE,NA,NA,NA,NA,NA,89.2
"321","AA_0365","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.55,"DANNE16","HZ_BR","M",13.9578,52.7714,2017,"d","m","m","m","m","d","m","m","100","100","100","100","70","80/100","mm","dd","dd","dd","mm","dm",14,"DE",NA,NA,NA,NA,0.0306,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-15.76,-11.85,"negative","negative","negative","Negative",NA,NA,13.12,73.7,FALSE,0.0116,0.08,0.0412,0.0472,0.0528,70.01
"322","AA_0366","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.9473684,"TEMPL28","HZ_BR","M",13.4864,53.1275,2017,"m","m","m","m",NA,"d","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",13,"DE",NA,NA,NA,NA,0.0187,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",70,71,81,57,78,65,66,79,70.875,0.1,21477272.7272727,8,-4.9,-11.76,"positive","positive","positive","E_falciformis",NA,NA,11.88,71.9,FALSE,0.0105,0.33,0.0047,0.0694,0.0726,68.31
"323","AA_0367","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.68,"DANNE16","HZ_BR","F",13.9578,52.7714,2017,"d",NA,"mm","mm","mm","dm","mm","dm","100","95","100","100/120","90","100","mm","mm","dd","dm","mm","dd",13,"DE",NA,NA,NA,NA,0.0567,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-14.48,-12.04,"negative","negative","negative","Negative",NA,NA,15.87,82.73,FALSE,NA,0.06,NA,NA,NA,73.19
"324","AA_0368","YVT","Eppendorf",1,35.73,35.73,NA,133,NA,NA,0.92,"TEMPL28","HZ_BR","F",13.4864,53.1275,2017,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",13,"DE",NA,NA,NA,NA,0.0476,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,NA,TRUE,0,NA,0,0,5,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12.105,-8.63333333333333,"negative","negative","negative","Negative",NA,NA,16.53,88.37,FALSE,NA,0.51,NA,NA,NA,74.11
"325","AA_0369","YVT","Eppendorf",1,29.73,29.73,NA,7742,NA,NA,0.95,"TEMPL28","HZ_BR","M",13.4864,53.1275,2017,"m","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",14,"DE",NA,NA,NA,NA,0.0558,NA,NA,NA,NA,NA,NA,NA,0,57,NA,NA,NA,TRUE,0,NA,0,0,57,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12.155,-11.425,"negative","negative","negative","Negative",NA,NA,17.97,84.51,TRUE,0.0147,0.75,0.0596,0.0658,0.0673,74.11
"326","AA_0370","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.08,"SEEW6","HZ_BR","F",13.8767,52.2089,2017,"d",NA,"mm","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",13,"DE",NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,NA,TRUE,0,NA,0,0,8,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-13.98,-12.48,"negative","negative","negative","Negative",NA,NA,20.34,84.42,TRUE,NA,0.73,NA,NA,NA,83.35
"327","AA_0371","YVT","Eppendorf",1,32.37,32.37,NA,1295,NA,NA,0.8,"DANNE16","HZ_BR","F",13.9578,52.7714,2017,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","100","120","90","80","mm","mm","dd","mm","mm","mm",13,"DE",NA,NA,NA,NA,0.0481,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12.52,-11.91,"negative","negative","negative","Negative",NA,NA,13.96,74.4,FALSE,NA,0.29,NA,NA,NA,72.8
"328","AA_0372","YVT","Eppendorf",1,33.07,33.07,NA,806,NA,NA,1,"TEMPL28","HZ_BR","F",13.4864,53.1275,2017,NA,NA,NA,NA,NA,NA,NA,NA,"100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",6,"DE",NA,NA,NA,NA,0.0263,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,TRUE,0,NA,0,0,2,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12.96,-11.46,"negative","negative","negative","Negative",NA,NA,12.91,76.76,FALSE,NA,0.03,NA,NA,NA,71.6
"329","AA_0373",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,"BERGH2","HZ_BR","F",13.8975,52.2761,2017,"d",NA,"mm","dd","dd","dd","dd","dd","94","95","100","100/120","100","100","dd","mm","dd","dm","dd","dd",13,"DE",NA,NA,NA,NA,0.0287,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,TRUE,0,NA,0,0,6,0,0,0,"Alice","March2018",0,0,0,0,1,0,0,0,0.125,0.1,16233.7662337662,8,-13.83,-5.15,"negative","negative","negative","Negative",NA,NA,21.69,91.3,FALSE,NA,0.77,NA,NA,NA,86.15
"330","AA_0374","YVT","Eppendorf",1,32.75,32.75,NA,1002,NA,NA,0.55,"SAW10","HZ_BR","M",14.1808,52.0747,2017,"m","m","m","d","d","d","d","d","100","95/100","100/125","120","70","100","mm","dm","dm","mm","mm","dd",14,"DE",NA,NA,NA,NA,0.0246,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,TRUE,0,NA,0,0,4,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-5,-6.88,"positive","positive","positive","E_ferrisi",NA,NA,15.4,77.68,FALSE,0.0124,0.22,0.0725,0.0406,0.0419,79.36
"331","AA_0375","YVT","Eppendorf",1,32.3,32.3,NA,1358,NA,NA,0.75,"SAW10","HZ_BR","M",14.1808,52.0747,2017,"m","m","m",NA,"d",NA,NA,NA,"100","95","100/125","120","70","100","mm","mm","dm","mm","mm","dd",10,"DE",NA,NA,NA,NA,0.0305,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,TRUE,0,NA,0,0,3,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-5,-12.34,"negative","positive","positive","E_ferrisi",NA,NA,16.8,81.48,FALSE,0.0164,0.19,0.0861,46,48,NA
"332","AA_0376","YVT","Eppendorf",1,32.75,32.75,NA,1002,NA,NA,0.9130435,"TEMPL28","HZ_BR","F",13.4864,53.1275,2017,"m",NA,"mm","mm",NA,"dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",12,"DE",NA,NA,NA,NA,0.0319,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-5,-10.3,"negative","negative","negative","Negative",NA,NA,15.72,84.36,FALSE,NA,0.65,NA,NA,NA,78.88
"333","AA_0377","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.28,"BERGH2","HZ_BR","F",13.8975,52.2761,2017,"d",NA,"mm","dd","dd","dm","dd","dd","94","95/100","100","100","90","80/100","dd","dm","dd","dd","mm","dm",13,"DE",NA,NA,NA,NA,0.0452,NA,NA,NA,NA,NA,NA,NA,0,21,NA,NA,NA,TRUE,0,NA,0,0,21,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.21,-12.145,"negative","negative","negative","Negative",NA,NA,22.69,88.89,FALSE,NA,0.36,NA,NA,NA,79.37
"334","AA_0378","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.1578947368,"BERGH2","HZ_BR","M",13.8975,52.2761,2017,"d",NA,"m","d",NA,"d","d","d","94","100","100","100","100","80/100","dd","dd","dd","dd","dd","dm",12,"DE",NA,NA,NA,NA,0.0456,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,TRUE,0,NA,0,0,2,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12.96,-13.6,"negative","negative","negative","Negative",NA,NA,20.77,87.96,FALSE,0.0209,0.28,0.1232,0.0612,0.0623,71.88
"335","AA_0379","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.3,"BERGH2","HZ_BR","M",13.8975,52.2761,2017,"d","m","m","d","m","d","d","d","94","100","100","100/120","100","80","dd","dd","dd","dm","dd","mm",14,"DE",NA,NA,NA,NA,0.0168,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-11.625,-8.84,"negative","negative","negative","Negative",NA,NA,16.54,80.22,FALSE,0.0133,0.01,0.0088,0.0621,0.0638,76.33
"336","AA_0380","YVT","Eppendorf",1,31.42,31.42,NA,2465,NA,NA,0.92,"TEMPL28","HZ_BR","F",13.4864,53.1275,2017,"m",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",13,"DE",NA,NA,NA,NA,0.0406,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,NA,TRUE,0,NA,0,0,30,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12,-12.315,"negative","negative","negative","Negative",NA,NA,16.27,83.7,FALSE,NA,0.2,NA,NA,NA,78.01
"337","AA_0381","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.35,"BERGH2","HZ_BR","M",13.8975,52.2761,2017,"d","m","m","d","m","d","d","d","94","95/100","100","100/120","90","100","dd","dm","dd","dm","mm","dd",14,"DE",NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,TRUE,0,NA,0,0,6,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,NA,-10.235,"negative","negative","negative","Negative",NA,NA,13.07,73.4,FALSE,0.0034,0.06,NA,15,0.0162,76.44
"338","AA_0382",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,"BERGH2","HZ_BR","F",13.8975,52.2761,2017,"d",NA,"mm","dd","mm","dd","dd","dd","100","95/100","100/125","100","90/100","80","mm","dm","dm","dd","dm","mm",13,"DE",NA,NA,NA,NA,0.0769,NA,NA,NA,NA,NA,NA,NA,4,15,NA,NA,NA,TRUE,0,NA,0,0,19,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,NA,NA,"negative","negative","negative","Negative",NA,NA,24.14,92.59,FALSE,NA,0.92,NA,NA,NA,81.16
"339","AA_0383","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.4210526316,"BERGH2","HZ_BR","M",13.8975,52.2761,2017,"d","m","m","d",NA,"d","d","d","100","95","100","100","100","80","mm","mm","dd","dd","dd","mm",13,"DE",NA,NA,NA,NA,0.0267,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,NA,NA,"negative","negative","negative","Negative",NA,NA,17.35,77.4,FALSE,0.0218,0.56,0.1403,0.0775,0.0785,69.3
"340","AA_0384","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.24,"BERGH2","HZ_BR","F",13.8975,52.2761,2017,"d",NA,"mm","dd","dd","dd","dd","dd","100","95","100","100","100","100","mm","mm","dd","dd","dd","dd",13,"DE",NA,NA,NA,NA,0.0331,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,FALSE,0,NA,0,0,0,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-10.38,-13.63,"negative","negative","negative","Negative",NA,NA,16.61,79.55,FALSE,NA,0.33,NA,NA,NA,74.26
"341","AA_0385","YVT","Eppendorf",1,0,0,NA,0,NA,NA,0.35,"BERGH2","HZ_BR","M",13.8975,52.2761,2017,"d","m","m","d","d","d","d","d","100","95/100","100","100","100","80","mm","dm","dd","dd","dd","mm",14,"DE",NA,NA,NA,NA,0.0356,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,TRUE,0,NA,0,0,3,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,-12.4,-12.5,"negative","negative","negative","Negative",NA,NA,15.42,78.95,FALSE,0.0147,0.29,0.0193,72,0.0718,70.3
"342","AA_0386",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"BERGH2","HZ_BR","M",13.8975,52.2761,2017,"d","m","m","d","m","d","d","d","100","95/100","100","100","100","80","mm","dm","dd","dd","dd","mm",14,"DE",NA,NA,NA,NA,0.0118,NA,NA,NA,NA,NA,NA,NA,0,7,NA,NA,NA,TRUE,0,NA,0,0,7,0,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,NA,-12.16,"negative","negative","negative","Negative",NA,NA,9.09,64.49,FALSE,NA,0.32,NA,0.0121,0.0081,58.53
